"","Tree_ID","best_iteration","quality_0","quality_1","quality_2","quality_3","quality_4","quality_5","quality_6","quality_7","quality_8","quality_9","times_outlier_0","times_outlier_1","times_outlier_2","times_outlier_3","times_outlier_4","times_outlier_5","times_outlier_6","times_outlier_7","times_outlier_8","times_outlier_9"
"180","174a",4,NA,NA,NA,1.47253407579763,2.80341368475947,NA,1,NA,NA,NA,3,2,2,0,0,4,0,1,4,2
"181","174b",0,2,NA,NA,NA,NA,1.31592855025304,0.88547604596288,NA,NA,NA,0,5,2,5,5,0,0,2,9,1
"182","1750",4,NA,NA,0.0481773919309853,1.29810443529508,2.9012801189005,NA,NA,NA,NA,NA,1,2,0,0,0,2,1,4,2,2
"183","1755",1,NA,2.17445718590213,NA,NA,1.67034383832896,NA,1.44711506060307,1.49011882155921,1.29139974243871,NA,11,0,4,1,0,2,0,0,0,1
"184","1757",4,NA,NA,NA,NA,2,1,NA,NA,NA,NA,1,2,1,1,0,0,1,5,2,1
"185","175a",6,NA,NA,1.63443506082729,NA,1.07061918460813,NA,2,NA,NA,NA,11,1,0,2,0,3,0,4,6,3
"186","175b",0,1.64336971739864,0.801462019444531,1.28824580777482,1.51136177714677,NA,NA,NA,1.43009381669161,1.08308030644093,1.11794580679403,0,0,0,0,1,2,1,0,0,0
"187","175c",9,1.96744999943002,1.26411386806858,1.2667300076958,NA,NA,1.92602780269382,2.22623296552003,NA,NA,2.55158629349932,1,1,1,4,5,1,1,2,8,1
"188","1766",8,1.22277106382021,1.55522379470277,1.04494962857869,1.22022018951038,NA,NA,NA,1.71184955699126,1.85179780052195,NA,0,0,0,0,5,1,10,0,0,1
"189","1768",3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,2,7,1,0,8,2,2,8,4,2
"190","1772",6,1.70295195506816,NA,NA,1.96306872535782,NA,1.41052377201623,2.47328210972663,NA,NA,1.37447171349016,0,1,1,0,3,0,0,1,8,0
"191","1776",1,NA,2.85349743291168,NA,NA,1.35781427916622,1.91094854970868,NA,NA,0.24146732481934,NA,3,0,1,10,0,0,4,3,0,1
"192","1777",2,1.6234017632324,NA,2,1.4589704706413,NA,1.24295355047458,0.964310229517092,1.93229671003551,NA,NA,0,7,0,0,23,0,0,0,10,4
"193","1778",1,NA,2,1,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,1,7,2,1,1,1
"194","1788",1,NA,2,NA,NA,NA,NA,NA,NA,NA,1,1,0,2,2,4,1,2,1,4,0
"195","1789a",1,1.2139908965713,2,NA,NA,NA,NA,NA,NA,NA,1,0,0,3,1,6,4,5,1,4,0
"196","1789b",3,NA,NA,NA,3,1.1542587076678,NA,NA,NA,NA,0.59926668108439,2,1,2,0,0,1,3,2,8,0
"197","1800a",7,NA,NA,1.73423034045883,0.983675182678655,NA,NA,NA,2,NA,NA,13,2,0,0,4,1,1,0,1,6
"198","1800b",9,NA,NA,NA,NA,0.782058737502903,0.934626926783901,NA,NA,NA,3,1,9,1,1,0,0,1,1,14,0
"199","1807",1,NA,2.51572671479197,1.9340902072498,NA,1.69121042513391,1.54717307374746,0.864971136904024,1.92547374964177,0.805629736422585,1.15397043192421,4,1,1,6,1,1,1,1,1,1
"200","1808",4,1.56897217155462,NA,NA,NA,2.46724134064237,NA,1.65070632482194,NA,1.57079197163026,1.37118392151193,0,6,22,2,0,2,0,2,0,0
"201","180a",3,NA,NA,NA,2,NA,NA,NA,NA,1,NA,1,4,1,0,4,8,7,2,0,1
"202","180b",2,NA,NA,1.92644397989875,NA,0.537311905047873,1.49303482628154,1.63116383375411,NA,NA,NA,5,1,0,4,0,0,0,2,3,11
"203","1811",9,1,NA,NA,1.13245068800084,NA,NA,NA,NA,NA,2.760148855615,0,2,7,0,1,1,1,11,1,0
"204","1821",5,NA,NA,1.75953103293775,0,2.16772978261619,2.23275253657676,NA,NA,NA,NA,1,7,0,0,0,0,1,3,7,1
"205","1822a",0,3,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3,1,3,2,2,1,2,5,0
"206","1822b",6,NA,NA,0,NA,NA,NA,3,NA,NA,NA,2,4,0,5,3,1,0,5,1,6
"207","1822c",2,NA,NA,2.87515445309003,0.0686410578972303,NA,NA,1.21232005906974,0.65295065351409,NA,NA,3,15,0,0,4,2,0,0,3,5
"208","1822d",2,NA,NA,2,1,NA,NA,NA,NA,NA,NA,1,4,0,0,6,3,1,6,1,8
"209","1822e",2,NA,NA,2,NA,NA,NA,NA,1,NA,NA,9,1,0,1,1,1,6,0,1,4
"210","1824",4,NA,0.433100864630236,NA,NA,2,NA,NA,1.72322954675188,NA,NA,2,0,2,14,0,3,5,0,1,1
"211","1826",6,NA,1.78192146063295,2.04684859259266,NA,NA,NA,2.8116207792595,0.145097950693301,NA,NA,1,0,0,7,3,3,0,0,5,3
"212","1832",2,1,NA,2,NA,NA,NA,NA,NA,NA,NA,0,2,0,1,1,3,1,3,3,10
"213","1847",8,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,3,7,1,3,16,4,10,10,0,1
"214","184a",5,1.74281034166237,1.23548443372952,NA,NA,1.60507881162003,2.01832497354653,1.14745257386884,1.44943269091411,NA,1.20961586948812,0,0,6,18,0,0,0,0,1,0
"215","1859",2,1.78591708672196,NA,1.97039072961811,NA,NA,1.59169217790675,NA,NA,NA,NA,0,4,0,10,1,0,1,20,10,1
"216","186",5,NA,NA,NA,NA,1,2,NA,NA,NA,NA,8,8,2,6,0,0,5,4,5,10
"217","1861a",8,2.42656894827711,NA,NA,NA,NA,1.6892960611984,NA,0.799408730976385,2.68773845620885,1.15749739285197,0,2,1,1,1,0,5,0,0,0
"218","1861b",6,NA,0.990742848808189,1.47055786517962,NA,NA,1,2.06830776226218,NA,NA,NA,16,0,0,1,6,0,0,1,3,5
"219","1862",3,NA,NA,NA,2.1610665460173,NA,0,NA,2.06881292712417,NA,NA,1,3,7,0,3,0,1,0,1,1
"220","1867a",3,NA,NA,NA,1.77550341276686,NA,1,NA,1.09952606394739,NA,NA,9,6,6,0,1,0,1,0,1,11
"221","1867b",6,NA,1,NA,NA,NA,NA,2,NA,NA,NA,2,0,3,1,2,2,0,6,2,6
"222","1871",5,1.28227146185704,1.64607550319946,NA,NA,NA,1.98001170381068,NA,1,NA,1.91088106441605,0,0,9,1,1,0,2,0,4,0
"223","1873",1,NA,3,NA,NA,NA,NA,NA,NA,0,NA,6,0,1,5,3,4,1,3,0,2
"224","1877",5,NA,1,1.96219492159437,NA,NA,2.61625759213015,NA,NA,NA,NA,6,0,0,1,3,0,2,1,2,1
"225","1880",2,NA,0.591749715117303,2.40683354785936,1,NA,NA,NA,NA,NA,NA,1,0,0,0,1,5,3,1,2,3
"226","1892",9,NA,1.02170297847368,NA,NA,NA,NA,0.254302874111043,1.88947464323455,NA,2.66542471941202,1,0,2,1,1,8,0,0,8,0
"227","1914",7,0,NA,2.57063782818507,NA,NA,NA,NA,2.61851556201139,0.952053495475817,NA,0,2,0,1,1,1,2,0,0,2
"228","1918",1,NA,2.79646632541357,NA,1.399683160723,0.735415611755867,NA,NA,NA,NA,NA,1,0,2,0,0,2,1,1,2,6
"229","1920",6,NA,NA,NA,NA,0.683965625334622,1.8044065330441,2,NA,NA,NA,2,1,1,1,0,0,0,1,5,1
"230","1923",8,NA,NA,0.89315886207316,NA,NA,2.08518677973166,NA,NA,2.37730618364328,0.800299768249312,1,5,0,1,1,0,1,5,0,0
"231","1926",8,NA,1.75870963091019,NA,NA,NA,1.83912274431697,NA,1.7713797733012,1.84567122189065,0.938393689786223,3,0,2,1,2,0,2,0,0,0
"232","1927",3,NA,NA,NA,2.37291257096062,1.55227837842318,1.73106792442052,NA,1.70881714731014,NA,NA,1,11,1,0,0,0,4,0,2,1
"233","1928",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,6,1,1,2,1,1,7,11,0
"234","1931",0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2,3,3,12,8,4,3,2
"235","1948",0,1.95731709191914,1.75774018773229,1.33725263963769,NA,0.538625272758569,NA,NA,NA,1.94952506357385,1.57077110465407,0,0,0,9,0,2,2,1,0,0
"236","195",0,3,NA,NA,NA,NA,NA,NA,NA,0,0.937044655597692,0,1,2,10,5,8,4,2,0,0
"237","1950",2,NA,NA,2.12248959321312,1.61930331810727,1.86829998189391,1.35993064213527,1.18067222484208,NA,NA,1.91512192463656,2,2,0,0,0,0,0,4,16,0
"238","196",8,NA,NA,NA,NA,NA,NA,1.73021652234201,NA,2.43984728622292,0.428565128108175,1,2,3,1,5,8,0,2,0,0
"239","1968",9,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,3,4,1,1,9,1,5,0,0
"240","1970",0,1.90007489824319,NA,NA,1.55195997660556,1.26833402209047,NA,NA,0.692975779214325,NA,NA,0,3,7,0,0,2,1,0,6,1
"241","1972",6,NA,0.99712572047507,NA,NA,0,NA,2.98995199065554,NA,NA,2.06678863199684,2,0,5,1,0,2,0,2,2,0
"242","1975",9,1.97889936548512,NA,NA,NA,NA,NA,NA,1.26242750193854,1.45666250887594,2,0,2,6,1,1,1,4,0,0,0
"243","197a",7,NA,NA,NA,1.67269003121189,NA,NA,1,1.81403819579453,1.26156026358494,NA,3,17,9,1,2,2,1,1,1,2
"244","197b",9,NA,NA,NA,NA,NA,NA,NA,0.892997250374789,1,2.587839516919,4,1,3,3,3,2,2,0,0,0
"245","1986",0,2,NA,NA,NA,NA,NA,1,NA,NA,NA,0,1,6,2,3,4,0,2,2,4
"246","1988",3,1.46471831379759,1.14377857603646,NA,1.65520364947167,NA,1.34472166934455,1.08747345386915,NA,NA,NA,0,0,1,0,8,0,0,3,6,1
"247","1997",7,NA,NA,NA,NA,NA,1,NA,2,1.4721186298482,NA,11,12,2,4,1,0,1,0,0,1
"248","2002",2,NA,NA,2,NA,NA,NA,NA,1,NA,NA,1,1,0,1,5,1,3,0,8,1
"249","2006a",1,NA,3,NA,1.06666001118064,NA,NA,NA,0.829074633237696,NA,NA,10,0,2,0,1,1,1,0,1,3
"250","2006b",2,NA,NA,2.2071146009239,NA,1.36330803195256,1.79197208016915,NA,NA,0.921629498780537,0.429172252304352,2,2,0,6,0,0,1,18,0,0
"251","201a",9,1,NA,NA,NA,NA,1.52112465078655,NA,NA,NA,2,0,1,1,7,1,0,1,2,3,0
"252","201b",5,NA,NA,NA,NA,1.08209030479356,2,NA,NA,1.84879556040441,NA,1,1,2,9,0,0,4,2,0,6
"253","202",7,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,10,1,5,2,1,1,1,0,7,1
"254","2022",9,1.28605061021945,NA,1.64027004618359,NA,NA,NA,1.58300105335609,NA,NA,1.82528792101934,0,4,0,3,3,1,0,1,1,0
"255","2024a",0,2,NA,NA,1,NA,NA,NA,NA,NA,NA,0,10,2,0,1,1,5,12,5,6
"256","2024b",1,0.564247696521218,2.61786634396154,1.06437992442706,NA,NA,NA,NA,NA,NA,1.73968362975272,0,0,0,1,2,1,1,1,1,0
"257","203",2,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,13,0,3,2,1,4,3,2,4
"258","2033",1,NA,2.07917966263026,1.93267513958761,NA,NA,1.15416591150734,1.28868191255214,1.05478436671267,NA,1.96672375315282,2,0,0,1,11,0,0,0,1,0
"259","2040",9,NA,1.11633924534265,1.94860584377715,NA,NA,1.25438555545613,1.19885549506308,1.44748189891348,1.22323026566208,2.36238251264087,2,0,0,2,5,0,0,0,0,0
"260","2049a",7,1.2314841758393,NA,NA,1,NA,NA,1.32946132652931,2.02541297136268,NA,NA,0,11,2,0,3,2,0,0,1,5
"261","2053a",6,NA,1.77353960780138,NA,1.74396486049724,1.28098454758426,0.257628779197022,1.98811121162588,NA,1.56160378361245,NA,5,0,2,0,0,0,0,4,0,5
"262","2053b",6,NA,1.13897674624618,1.13348869847083,1.63691643129168,NA,1.15218359535613,2.26795689084107,0.902473864115149,0.817077917798424,1.37478167530566,5,0,0,0,4,0,0,0,0,0
"263","2053c",9,NA,NA,NA,NA,NA,1.6402300631542,0.303317854707642,NA,1.3586876002261,1.87749667396974,10,9,1,2,4,0,0,2,0,0
"264","2053d",3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,2,1,1,0,2,1,3,2,8,2
"265","2057a",0,2,NA,NA,1,NA,NA,NA,NA,NA,NA,0,5,5,0,2,2,1,3,3,1
"266","2057b",6,NA,NA,1,NA,NA,NA,2,NA,NA,NA,2,8,0,2,4,3,0,11,1,2
"267","206",6,NA,NA,0.452930542957958,1.38068398899813,0.527789123410732,NA,2.1591118699861,1.79260683441995,1.60914334208012,NA,1,1,0,0,0,6,0,0,0,10
"268","2063",4,2,0.716965959976009,NA,NA,2.73325035124664,NA,1.19831836030669,0.956084033186348,NA,NA,0,0,4,4,0,1,0,0,9,1
"269","2067",5,1,NA,NA,NA,NA,2,NA,NA,NA,NA,0,4,1,2,2,0,1,2,4,3
"270","2070a",8,NA,1.5574891212326,0.918185682502589,2.13199132449074,NA,1.72843535270874,NA,NA,2.39120629116443,NA,4,0,0,0,3,0,1,2,0,2
"271","2070b",6,1.74472598540733,NA,1.42334545322152,NA,NA,NA,2.48839834784885,NA,1.62420720318572,1.28529690147332,0,2,0,4,4,1,0,1,0,0
"272","2077",4,1,NA,NA,NA,2,NA,NA,NA,NA,NA,0,3,4,1,0,2,5,1,8,1
"273","2083a",9,NA,0.808873968099849,NA,NA,NA,1,NA,NA,NA,2.11855810295414,5,0,3,6,9,0,2,3,4,0
"274","2083b",3,NA,NA,NA,2,NA,NA,0.295974126012504,NA,NA,1.9882396111281,1,7,1,0,1,1,0,2,9,0
"275","2086",1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,2,1,4,3,8,8,2,2,5,3
"276","2087",8,NA,NA,1,NA,NA,NA,NA,NA,2,NA,3,5,0,2,6,2,3,3,0,1
"277","2089",8,NA,NA,1.28272406113474,1.89087150546623,NA,1.56839462031219,NA,NA,2,NA,1,2,0,0,1,0,1,1,0,10
"278","209",4,NA,NA,NA,NA,2,NA,NA,NA,NA,1,2,19,2,2,0,4,1,9,1,0
"279","2091",5,NA,NA,NA,1.65572830458599,2.08544091167308,2.13773381087416,NA,NA,NA,0.0218432753812052,2,2,3,0,0,0,7,1,5,0
"280","2094",5,0,NA,NA,NA,NA,3,NA,NA,NA,NA,0,1,1,2,1,0,5,3,1,4
"281","20a",2,NA,0.520359494736204,1.57271483665869,1.09159870437191,NA,0.901453060394147,NA,NA,NA,1.44175784840397,2,0,0,0,1,0,4,4,6,0
"282","20b",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,10,2,2,1,3,5,13,4
"283","2115",9,NA,NA,NA,1,NA,NA,NA,NA,NA,2,5,3,4,0,2,4,1,11,1,0
"284","2117",2,NA,1.34928952034892,2.55022354307776,NA,NA,NA,0.711178449373427,NA,1.02928641760358,NA,1,0,0,1,1,1,0,4,0,1
"285","2128a",1,1.51412084873819,1.61386124970326,NA,NA,NA,0.838121476541417,NA,1.09818120659721,NA,NA,0,0,4,8,1,0,1,0,2,2
"286","2128b",6,1.08957873167168,1.72681045753076,NA,NA,0.749233587806489,NA,2.16678545773408,1.92965463783546,NA,1.74407933334985,0,0,2,4,0,1,0,0,3,0
"287","2128c",8,NA,NA,0.180958895111231,NA,NA,NA,1,NA,2.69254291555113,NA,3,1,0,2,1,9,0,4,0,3
"288","2130",1,NA,2.03067132609073,NA,1.43298911674089,1.54184479365179,1.95010839496776,NA,NA,1.83435001040293,1,1,0,1,0,0,0,1,5,0,0
"289","213a",5,NA,1.11509564096614,1,NA,NA,1.54828602625188,NA,NA,NA,NA,1,0,0,1,2,0,2,3,2,3
"290","213b",1,NA,2.87594645409256,1,NA,NA,NA,1.37046455202171,NA,NA,NA,8,0,0,5,4,1,0,2,1,2
"291","2146a",9,1.40126623158462,1.21074073639114,1.51798747941107,1.44519093901409,1.01780307040561,1.97466545057394,0.985804387581698,NA,NA,2.22625296643064,0,0,0,0,0,0,0,5,2,0
"292","2146b",0,1.87595839893801,0.722501751940709,NA,NA,1.65857396100108,NA,NA,NA,1.6143947625598,1.6426360272368,0,0,1,1,0,1,1,1,0,0
"293","2146c",5,NA,1.66022794964658,NA,NA,NA,1.7758503416216,1,NA,NA,NA,4,0,2,2,3,0,0,1,3,1
"294","2146d",2,1.5264998125816,1.22886383436858,2.30493891142304,1.93119195649778,0.83444983156014,NA,NA,NA,NA,1.15461561239695,0,0,0,0,0,3,1,5,1,0
"295","2149",7,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,1,10,6,1,2,9,0,1,2
"296","216",6,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,6,1,1,7,2,8,0,2,1,4
"297","2160",9,NA,1.26938501297571,NA,NA,NA,1.72818332650333,NA,NA,NA,2,1,0,3,4,2,0,9,1,1,0
"298","2172",6,0.595976707180026,NA,NA,NA,NA,1.79606772464467,2.78969843102627,NA,NA,NA,0,1,3,1,2,0,0,5,5,1
"299","2176",5,NA,NA,NA,1,NA,2,NA,NA,NA,NA,4,1,5,0,1,0,6,1,1,2
"300","2184",6,NA,NA,NA,1,NA,NA,2,NA,NA,NA,4,2,1,0,1,1,0,2,1,1
"301","2193",4,1.07999374795904,NA,NA,NA,2,0.848010004004679,NA,NA,NA,NA,0,1,4,7,0,0,8,1,1,1
"302","22",4,NA,NA,NA,NA,1.70914086028568,1.56182289766772,NA,NA,NA,1,2,5,11,2,0,0,1,2,6,0
"303","220a",1,1.78212774099373,2.21077206653184,0.0227218048739388,NA,1.96301355552604,NA,NA,NA,NA,2.027728408816,0,0,0,3,0,2,2,3,2,0
"304","220b",5,1.22025861938347,1.30721257494942,1.11898012448187,NA,NA,2.79648690172534,NA,NA,NA,NA,0,0,0,2,7,0,1,1,2,1
"305","220c",1,NA,3,NA,NA,NA,0,NA,NA,NA,NA,1,0,1,2,1,0,1,5,1,2
"306","220d",2,NA,NA,2.05635782523183,NA,1.81154959764969,NA,NA,NA,0.857672106855051,0.98743315402148,2,2,0,2,0,6,1,14,0,0
"307","221",1,NA,2,NA,0.497187453311621,NA,NA,1.34458731374227,NA,NA,NA,2,1,3,1,5,3,1,3,6,3
"308","2215",8,NA,1.27904387797422,NA,NA,1.56487042243602,1.61101826378207,0.495663329488163,0.881268999321475,2.072842197401,NA,1,0,15,2,0,0,0,0,0,3
"309","222",2,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,2,2,0,6,4,7,7,4,2,3
"310","2225",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,2,3,1,5,2,2,2,1,0
"311","2227",8,NA,NA,NA,NA,NA,0.488463673423803,NA,1.43541776268755,2,NA,3,2,5,12,3,0,2,0,0,1
"312","223",5,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,9,5,2,3,3,0,1,2,2,4
"313","2232",9,NA,NA,NA,NA,NA,1,NA,0.968177445863232,NA,2,1,4,1,1,2,0,1,0,1,0
"314","2237",8,0,NA,NA,NA,NA,NA,NA,NA,3,NA,0,1,7,7,2,1,3,1,0,1
"315","2240",6,1.69227928399716,1.71588324228021,1.58168568640353,NA,NA,NA,1.94365763825195,NA,1.58124970347298,NA,0,0,0,2,4,14,0,2,0,1
"316","225",0,2,NA,NA,NA,NA,NA,NA,NA,NA,1,0,2,2,1,1,8,1,1,3,0
"317","226",4,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,3,1,1,3,0,5,1,17,4,1
"318","2262",0,1.79528813246799,NA,NA,NA,1.51743029426949,0.636267723287416,1.64247521507345,NA,NA,NA,0,1,5,5,0,0,0,1,2,2
"319","2280a",3,1,NA,NA,2,NA,NA,NA,NA,NA,NA,0,7,2,0,1,3,1,5,13,6
"320","2280b",3,NA,NA,NA,2.61355921139008,1.49375993007214,NA,NA,NA,1.98876455750455,0.599941262702323,4,1,3,0,0,3,2,1,0,0
"321","2283",2,NA,NA,2.46267776013315,0.666745566855585,NA,NA,NA,NA,1,NA,2,1,0,0,15,1,1,1,0,6
"322","2284",6,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,1,1,2,1,3,1,0,2,4,1
"323","229",7,NA,NA,2.26028652903476,NA,NA,0.0865203794068355,1.56288295793423,2.93855275639877,NA,NA,4,2,0,1,6,0,0,0,17,3
"324","2290",1,NA,2.3706019613288,2.06386258657491,0.987204870847335,NA,NA,1.18194753539483,NA,0.596008299040087,1.64400552116911,8,0,0,0,1,4,0,2,0,0
"325","2293",3,NA,NA,0,2.31072722877303,2.05249360658784,NA,NA,NA,NA,NA,2,3,0,0,0,2,2,3,1,2
"326","2308",8,NA,NA,NA,1,NA,NA,NA,NA,2,NA,1,1,7,0,3,5,2,2,0,2
"327","2309b",1,NA,2,NA,NA,NA,1,NA,1.1459280939141,1.14423701299503,NA,3,0,4,1,4,0,1,0,0,11
"328","2309c",2,NA,NA,2.22180296909443,NA,1.10698028495921,NA,1.70174697299432,NA,2,NA,1,2,0,7,0,1,0,3,0,3
"329","2310a",2,1.23476885213583,NA,2.81617605184388,NA,NA,NA,1.36075329579351,1.4744871521082,NA,0.540034084200878,0,3,0,2,10,2,0,0,5,0
"330","2310b",9,NA,NA,NA,NA,1.36085012939684,1,NA,NA,NA,2.65088482700711,3,5,2,2,0,0,2,1,3,0
"331","2312",4,NA,NA,NA,NA,2,1,NA,NA,NA,NA,9,2,1,1,0,0,2,4,1,3
"332","2316",6,NA,NA,NA,1,NA,NA,2,NA,NA,NA,3,3,1,0,1,2,0,1,1,1
"333","2317",6,NA,NA,NA,NA,NA,NA,2.1764824142883,NA,2,1,2,7,1,1,2,5,0,2,0,0
"334","2323",8,0.484059436436502,0.906164308385029,NA,NA,NA,NA,NA,2.35799281440426,2.64347090674249,NA,0,0,1,2,3,2,10,0,0,8
"335","2345a",0,2.0572230168288,NA,NA,0.413923011152994,NA,NA,NA,1.39043446847212,NA,NA,0,1,5,0,10,1,9,0,1,1
"336","2345b",8,NA,1.32437645691266,NA,NA,NA,NA,1,NA,2,NA,1,0,1,6,3,1,0,1,0,4
"337","234a",5,0.929343216666651,NA,NA,NA,NA,3,NA,NA,1.13497638234818,NA,1,2,8,2,2,1,5,2,1,2
"338","2350",4,1,2.24947847581448,NA,1.86789827727093,2.37968909381737,NA,NA,NA,NA,1.89815116329466,0,0,11,0,0,2,1,2,2,0
"339","2351",2,NA,NA,2,NA,1,NA,NA,NA,NA,NA,10,1,0,2,0,3,5,7,2,2
"340","236",2,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,5,2,1,8,2,5,3,6,17,3
"341","2366",5,NA,NA,NA,1.67170306376096,0.787967708125908,1.94773564496942,NA,1.57339097978907,NA,NA,5,1,9,0,0,0,1,0,4,7
"342","240",0,2,NA,0.679079986725413,NA,NA,1,NA,NA,NA,NA,0,2,0,7,1,0,5,3,1,6
"343","250a",9,NA,1.50149722780598,NA,0.950622419914504,NA,2.14937379626866,NA,NA,1.54352191384116,2.23830340050081,2,0,6,0,2,0,1,1,0,0
"344","250b",7,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,4,1,2,6,3,2,2,0,4,2
"345","253",8,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,18,3,1,1,3,4,4,3,0,1
"346","254",6,0.0786226066676884,NA,NA,NA,NA,NA,3,NA,0.974432945501409,NA,0,16,1,5,2,3,0,3,0,1
"347","255a",4,NA,NA,NA,1.57462271474719,1.73791677198098,NA,1,NA,0.969824155755926,NA,4,4,19,0,0,1,0,1,0,14
"348","255b",8,NA,NA,1.7462182544211,NA,NA,NA,0.642238819223715,NA,2,NA,4,5,0,1,6,1,0,2,0,2
"349","255c",2,NA,1.0465831734241,2.6001930802456,NA,1.20907233758106,2.56793252507103,0.415289611931999,NA,NA,NA,1,0,0,10,0,0,0,1,1,1
"350","255d",2,0,NA,3,NA,NA,NA,NA,NA,NA,NA,0,2,0,1,2,3,2,1,5,1
"351","255e",8,NA,NA,NA,1,NA,1.72704216997585,NA,1.36410407604404,1.73735987990669,1.39683630736032,3,1,2,0,1,0,4,0,0,0
"352","260",1,1.7441689052789,2.50897455826985,NA,NA,0.752804930518077,NA,NA,NA,NA,NA,1,1,8,2,1,2,2,2,2,3
"353","262",9,NA,NA,NA,NA,0.170655634652141,1.50548340276355,1.7669905600566,NA,NA,2.06422960982414,1,2,2,9,0,0,0,2,3,0
